Index,Viscosity,Diffusivity,Error
41,55.85736784577211,47.28480035919337,0.5507903099060059
42,46.776904157338194,3.7895367324891422,0.517527163028717
43,43.241382079936656,3.9264252856378272,0.8509194254875183
44,28.809000487792645,66.46623236411605,0.595812976360321
45,30.85038939858352,10.570713815936253,0.5476409196853638
46,7.816650675723028,43.47535900426198,0.3996240198612213
47,72.05166519605406,54.46394605305162,0.20081938803195953
48,2.3339257879743114,19.214467474390226,0.6266912221908569
49,50.08480623341035,54.603384216678855,0.5898920893669128
50,45.65393179928043,39.33878266952011,0.16152819991111755
51,74.62510631868683,31.542024773695353,0.5205933451652527
52,33.03336176224372,14.875731666386713,0.3672502636909485
53,0.2840024836950935,30.60762988002673,0.5515995025634766
54,34.73892490910593,59.46619485542804,0.574313223361969
55,11.619607172155535,22.737081552380634,0.30303943157196045
56,66.51831594364839,12.736475810408985,0.24542610347270966
57,71.31261550766347,59.9320500499597,0.1343444585800171
58,71.2216264286311,35.55540821105113,0.40578845143318176
59,56.29307001488864,52.40441820012776,0.30976957082748413
60,54.61380728274674,8.893722852546071,0.7219545841217041
61,54.851769792716134,44.89065926362993,0.1741398274898529
62,71.03822879808143,24.721733131504084,0.20034922659397125
63,55.713661879800355,9.581810546780806,0.40399250388145447
64,12.604857221052905,46.77192620027892,0.43383273482322693
65,27.714471144432405,34.64021287648248,0.3607291877269745
66,64.12323734161883,52.80595230757127,0.4614027440547943
67,6.0129927178727565,30.640898562099743,0.312120258808136
68,61.57886862242688,3.03895320248065,0.2574593424797058
69,56.65939658224295,18.567962288264273,0.8232709765434265
70,72.25789044386096,17.336463637815886,0.2249608188867569
71,47.822274222471215,62.98927716096589,0.24675476551055908
72,5.950567732755364,36.029316919398724,0.713029682636261
73,39.5449328892465,4.142400537324512,0.4712735116481781
74,14.775815401715876,60.65680386305511,0.39448314905166626
75,56.77788682473287,51.20934542321511,0.4567566215991974
76,33.89877574804049,2.505181602193016,0.47586748003959656
77,73.36560570458097,54.74330844509343,0.263990193605423
78,31.336924752159465,71.45590591236127,0.36713269352912903
79,32.18502608376534,14.975947969123503,0.25448331236839294
80,23.27539456976471,33.48722929677459,0.727318525314331
81,5.329607665296456,24.084807658033228,0.40516939759254456
82,8.238265249989373,64.13244802907245,0.5027144551277161
83,17.49828774401378,23.10329346550736,0.1985810399055481
84,37.92506035022301,63.13571198194486,0.26665589213371277
85,70.11181766918334,29.68620711907715,0.3786400854587555
86,61.825923791049576,47.30341351903155,0.27064642310142517
87,16.909499038400245,43.01497984238038,0.35884028673171997
88,54.910463640841954,8.52995575611347,0.6582511067390442
89,6.102779374261671,63.32093834040162,0.2260533571243286
90,17.328247885197065,61.12631569176676,0.41024908423423767
91,5.922474006491626,42.01373989217741,0.631014883518219
92,60.105947195590645,7.40369180436567,0.5990530848503113
93,54.76574886738092,52.31983846782043,0.2406674325466156
94,6.1627119129993195,10.658012612501208,0.4149058759212494
95,49.13375966852424,3.0668556624117667,0.5662373304367065
96,74.06751252961655,41.28598050415844,0.2847781479358673
97,35.404903010773594,10.636341480847253,0.5160898566246033
98,32.14620931417814,62.14872844573391,0.24438199400901794
99,73.66145858768473,38.651750159508346,0.2995224595069885
100,33.12327507753754,16.093366322120943,0.4031427800655365
101,31.188406863738876,18.125070310452006,0.7788955569267273
102,17.760173721853757,22.650702488498148,0.36938047409057617
103,52.27419970137727,59.20226167590183,0.1639150232076645
104,32.65386043690452,14.552959006559862,0.2903304398059845
105,67.03578062064543,43.635987808893304,0.2675032615661621
106,72.17523964973991,71.55658375368054,0.2589361071586609
107,34.907935873558586,41.18891024460944,0.42724576592445374
108,71.30702242897296,34.091820313612324,0.33895567059516907
109,15.258301018147389,32.63713765819481,0.4705358147621155
110,35.37444238109753,15.449837725403706,0.4118567109107971
111,3.9009911886140607,71.94840548399718,0.4291294813156128
112,21.092618611102413,12.751765669487845,0.4419291615486145
113,30.278176828418708,0.8408272781229261,0.27205678820610046
114,31.69354043149204,50.14196944676393,0.24552148580551147
115,29.099653102201703,29.419480181851213,0.23460182547569275
116,41.27134174838703,40.814631439736836,0.23829561471939087
117,19.547933476279347,8.583436818064664,0.4308071434497833
118,15.030113004636553,19.633881185180925,0.31411731243133545
119,69.63732997672928,50.95044234534138,0.5583920478820801
120,6.620206667352847,48.4503525040675,0.6689801216125488
121,67.84023317334048,0.17099387378841327,0.510267972946167
122,17.315608777206478,54.75135749959941,0.5440052151679993
123,64.59766254157356,46.812055530749404,0.3548480272293091
124,42.3886897815046,32.88637964100639,0.6719496250152588
125,51.528092824311734,9.890442734675009,0.342691034078598
126,71.61313747321758,65.52491216205532,0.5043193101882935
127,7.18513160775141,44.8803002865566,0.43570634722709656
